CBSA Name,Latitude,Longitude,PM25_FRMFEM,AQI_PM25_FRMFEM,PM25_NOFRMFEM,AQI_PM25_NOFRMFEM,PM10,AQI_PM10,CO,AQI_CO,NO2,AQI_NO2,OZONE,AQI_OZONE,SO2,AQI_SO2,id,MetArea,pop2010,landarea,popdense2010,pop_weight2010,alone,alone_frac,carpool,carpool_frac,other,other_frac,pt,pt_frac,total_trans,Precip,Pressure,RH,Site,Temp,Wind
"Tulsa, OK",36.1997947559,-95.9725090472,10.7341207349,42.2545931759,11.2330827574,43.65875,19.5531496063,17.9212598425,0.341058992582,4.84421364985,8.3527120114,18.0028490028,0.0301263133364,36.2002768805,2.72299827392,12.9931176875,46140,Metropolitan Statistical Area,937478.0,6269.2,149.5,1980.2,360175.0,0.831129602452,44824.0,0.103434589575,25875.0,0.0597084152521,2482.0,0.005727392721,433356.0,1358.1,1015.3426931,NA,723560-13968-2010,60.2338946144,8.03890902889
"Tupelo, MS",34.264917,-88.766222,11.9623931624,46.1111111111,11.050371949,43.5789473684,NA,NA,NA,NA,NA,NA,0.0300245228216,38.846473029,NA,NA,46180,Micropolitan Statistical Area,136268.0,1480.4,92.0,377.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1797.5,1016.78297159,NA,723320-93862-2010,61.4933645993,5.07655813539
"Tuscaloosa, AL",33.18935,-87.484217,14.1272292082,51.581443299,NA,NA,NA,NA,NA,NA,NA,NA,0.0213276544715,31.9430894309,NA,NA,46220,Metropolitan Statistical Area,219461.0,2612.8,84.0,1308.2,81687.0,0.840323426843,10685.0,0.109917805964,4318.0,0.0444197553724,519.0,0.00533901181989,97209.0,1468.6,1017.02019608,NA,722286-93806-2010,63.5980448243,3.99757130314
"Ukiah, CA",39.2802890979,-123.279138786,7.15434645871,29.3834269663,NA,NA,21.1063218391,19.5574712644,NA,NA,NA,NA,0.0150313104396,20.6373626374,NA,NA,46380,Micropolitan Statistical Area,87841.0,3506.3,25.1,840.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666.1,1014.95099315,NA,725905-23275-2010,54.7379283285,2.92474121524
"Valdosta, GA",30.848056,-83.294444,11.7222222222,43.2037037037,14.230079983,53.0599369085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46660,Metropolitan Statistical Area,139588.0,1589.3,87.8,1156.5,49490.0,0.82732910948,6015.0,0.100553335897,4155.0,0.0694595362677,159.0,0.00265801835537,59819.0,1490.7,1017.57045194,NA,722166-93845-2010,65.4711856077,3.21035459695
"Vallejo-Fairfield, CA",38.102507,-122.237976,8.60489130435,33.6902173913,7.47499563055,29.6699029126,12.2666666667,11.2666666667,0.375109972067,5.59217877095,9.32395598356,18.101369863,0.0242776515464,29.8237113402,0.567688454795,1.71506849315,46700,Metropolitan Statistical Area,413344.0,821.8,503.0,4502.1,111465.0,0.786871011464,15769.0,0.111318969899,12694.0,0.0896114530976,1728.0,0.0121985655391,141656.0,974.3,1014.4821347,NA,724955-93227-2010,54.0391855204,6.05339594061
"Vincennes, IN",38.740882,-87.484733,12.3026086957,46.347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47180,Micropolitan Statistical Area,38440.0,516.0,74.5,1421.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326.2,1016.19591556,NA,725342-13809-2010,55.0725,7.13701882871
"Virginia Beach-Norfolk-Newport News, VA-NC",36.8901306124,-76.2572596698,9.91379844961,38.9395348837,NA,NA,17.0613496933,15.8159509202,0.332319617945,4.06801736614,6.36084396067,14.6179775281,0.0367669797823,45.2441679627,2.25002603709,11.5577746077,47260,Metropolitan Statistical Area,1671683.0,2629.6,635.7,4084.1,667954.0,0.811047026968,72552.0,0.0880945153417,69329.0,0.0841810653618,13735.0,0.0166773923285,823570.0,1258.0,1015.53237878,NA,723085-13750-2010,62.5040256211,7.51620019641
"Visalia-Porterville, CA",36.332179,-119.291228,13.6316666667,49.1083333333,12.7781700374,44.4088050314,33.5409836066,30.4262295082,NA,NA,12.5448876429,24.2967032967,0.0355421997126,51.0251436782,NA,NA,47300,Metropolitan Statistical Area,442179.0,4824.2,91.7,2804.1,118430.0,0.763813196948,22717.0,0.146513082792,12694.0,0.0818698363764,1210.0,0.00780388388337,155051.0,452.1,NA,NA,723896-93144-2010,61.6887554061,4.1253669073
"Warner Robins, GA",32.6056,-83.597907,12.112962963,46.4444444444,13.1607380713,49.5759493671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47580,Metropolitan Statistical Area,139900.0,375.5,372.5,1484.6,65020.0,0.838978567465,9070.0,0.117033768178,3234.0,0.0417295707041,175.0,0.00225809365282,77499.0,1619.9,1015.88373752,NA,722175-13860-2010,63.7506866359,4.88257143331
"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.9653119992,-77.0169951826,10.9273634992,41.4030470914,9.67332543769,38.2376237624,18.0820399113,16.5986696231,0.537459143333,7.08333333333,12.6666658616,23.4325820482,0.0311017228726,42.7676722197,2.16731266791,5.77860465116,47900,Metropolitan Statistical Area,5582170.0,5598.3,997.1,6388.1,2093236.0,0.663761202284,322230.0,0.10217852751,290357.0,0.0920716591018,447775.0,0.141988611104,3153598.0,NA,NA,NA,722244-99999-2010,60.0573913044,3.3268575233
"Waterloo-Cedar Falls, IA",42.4973348625,-92.3298368667,10.75625,40.7291666667,11.3730119531,42.2373660031,23.5867768595,21.6363636364,NA,NA,NA,NA,0.0307454697674,36.1581395349,NA,NA,47940,Metropolitan Statistical Area,167819.0,1503.1,111.6,1947.3,73144.0,0.824547955089,7142.0,0.0805113405781,8089.0,0.0911868151689,333.0,0.00375388916445,88708.0,1590.2,1015.76971553,NA,725480-94910-2010,46.7694141414,7.78861610312
"Watertown, SD",44.89965,-97.128802,8.74913793103,34.4482758621,NA,NA,24.0661157025,21.6225895317,NA,NA,NA,NA,NA,NA,NA,NA,47980,Micropolitan Statistical Area,33130.0,1195.7,27.7,1101.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.7,1015.39732737,NA,726546-14946-2010,39.9917553316,8.7522913797
"Weirton-Steubenville, WV-OH",40.3715600115,-80.6023086082,13.2181967213,48.9639344262,15.0283018868,53.6226415094,18.6195965418,17.189481268,0.363830978082,4.48310502283,NA,NA,0.0310356883721,42.7627906977,5.75205058483,21.326875173,44600,Metropolitan Statistical Area,124454.0,580.1,214.5,1008.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wheeling, WV-OH",40.0162613602,-80.7172756525,13.5093220339,49.5508474576,13.5148247517,50.0972568579,NA,NA,NA,NA,NA,NA,0.0316362731707,46.4682926829,4.71103126438,22.2849315068,48540,Metropolitan Statistical Area,147950.0,943.4,156.8,842.0,52703.0,0.832682919122,5841.0,0.0922850868184,4276.0,0.0675588137709,473.0,0.0074731802885,63293.0,1176.6,1016.14247715,NA,724275-14894-2010,49.82522511,6.453160032
"Wichita, KS",37.6292035123,-97.3330815803,8.56238185255,34.4688090737,9.375,37.65,20.2005347594,18.6577540107,0.486275234247,6.75616438356,5.99994186648,12.4492350487,0.0305781677062,36.237006237,0.729765217514,1.84745762712,48620,Metropolitan Statistical Area,623061.0,4149.1,150.2,2265.6,251719.0,0.854191056952,24640.0,0.0836141397483,17038.0,0.0578172773146,1290.0,0.0043775259852,294687.0,791.3,1014.84533333,NA,724505-03923-2010,55.1915375303,9.63001527688
"Wilmington, NC",34.364167,-77.838611,8.01982758621,32.5431034483,8.01110009012,32.6528189911,NA,NA,NA,NA,NA,NA,0.0288208790698,37.6930232558,4.2400545726,29.301369863,48900,Metropolitan Statistical Area,362315.0,1908.3,189.9,1232.1,100123.0,0.802319058914,12983.0,0.104037117764,10762.0,0.0862395025322,924.0,0.00740432078979,124792.0,1791.9,1015.96926595,NA,723013-13748-2010,63.0574288272,6.31343287185
"Winchester, VA-WV",39.28102,-78.08157,10.8076271186,41.7203389831,NA,NA,15.6166666667,14.4166666667,NA,NA,NA,NA,0.0296725069767,40.8046511628,NA,NA,49020,Metropolitan Statistical Area,128472.0,1063.0,120.9,1165.0,47292.0,0.825988996594,6132.0,0.10709981661,3661.0,0.0639420137979,170.0,0.00296917299799,57255.0,NA,NA,NA,724053-03717-2010,56.6839293227,5.49575838391
"Winston-Salem, NC",36.0878216038,-80.2576763443,10.7872641509,42.2004716981,11.6497640689,45.2272143774,17.0527817404,15.7746077033,0.534727425414,8.35359116022,9.45811386389,20.9222222222,0.0349912994403,48.1417910448,0.331008142466,2.70684931507,49180,Metropolitan Statistical Area,477717.0,1455.9,328.1,1202.6,212712.0,0.8400251164,22000.0,0.0868806299635,16346.0,0.0645523080629,2163.0,0.00854194557323,253221.0,1540.1,1016.16803013,NA,723193-93807-2010,58.9036375429,4.38972621703
"Worcester, MA",42.2620285,-71.7963485,8.41596638655,33.2731092437,9.8352731616,37.8722222222,15.5166666667,14.35,0.478529930168,6.89664804469,13.9479115319,22.756232687,0.0338674604966,38.9187358916,2.04502209471,4.50974930362,49340,Metropolitan Statistical Area,798552.0,1510.8,528.6,2885.2,306490.0,0.816664224144,31093.0,0.0828494917332,34082.0,0.0908138930708,3630.0,0.00967239105237,375295.0,1025.7,1012.15189998,NA,725095-94746-2010,48.0925156446,8.78347526853
"Yakima, WA",46.5870166942,-120.510579545,8.60991735537,31.6611570248,7.03362504626,27.4100185529,15.1754385965,13.9473684211,NA,NA,NA,NA,NA,NA,NA,NA,49420,Metropolitan Statistical Area,243231.0,4295.4,56.6,2377.1,76130.0,0.800121915332,11299.0,0.11875183924,6846.0,0.0719510657082,873.0,0.00917517972002,95148.0,406.3,1014.96729554,NA,727810-24243-2010,49.1874795082,4.32408835517
"York-Hanover, PA",39.965278,-76.699444,12.1020122815,44.3793103448,12.5916666667,47.0333333333,22.1155015198,20.3313069909,0.329165321429,4.09065934066,13.4151360799,25.6804407713,0.0344622014052,44.0421545667,2.74024636088,10.7465564738,49620,Metropolitan Statistical Area,434972.0,904.2,481.1,2306.4,146283.0,0.838211531189,13197.0,0.0756197068497,13418.0,0.0768860518686,1620.0,0.00928271009294,174518.0,1414.7,1015.00423777,NA,725114-93778-2010,53.1013498647,4.45207207819
"Youngstown-Warren-Boardman, OH-PA",41.1839286196,-80.5829899249,11.4109363155,43.6258596974,9.86348314607,38.1516853933,20.4855305466,18.922829582,NA,NA,NA,NA,0.0320557196262,42.183411215,2.43548563836,13.2493150685,49660,Metropolitan Statistical Area,565773.0,1702.5,332.3,1569.8,193067.0,0.863019699523,16082.0,0.0718873904278,13219.0,0.0590896290303,1343.0,0.00600328101881,223711.0,1463.6,1015.5815689,NA,725250-14852-2010,49.0480312041,6.76126830093
"Yuba City, CA",39.138773,-121.618549,6.13107692308,24.2461538462,NA,NA,15.7,14.5333333333,NA,NA,7.5017463589,17.2383561644,0.0284250527273,33.1945454545,NA,NA,49700,Metropolitan Statistical Area,166892.0,1234.2,135.2,2206.1,39536.0,0.784646833509,5703.0,0.113183956179,4798.0,0.0952229741798,350.0,0.00694623613234,50387.0,788.4,1014.79344413,NA,724838-93205-2010,58.6804017611,5.7260360202
"Yuma, AZ",32.690278,-114.61444,7.365,30.45,NA,NA,33.5373563218,30.4971264368,NA,NA,NA,NA,0.0372686883721,46.5906976744,NA,NA,49740,Metropolitan Statistical Area,195751.0,5514.0,35.5,2836.3,52964.0,0.76846290009,9214.0,0.133687356722,6075.0,0.0881431183077,669.0,0.0097066248803,68922.0,155.1,1011.42897656,NA,699604-03145-2010,74.8554960206,5.83167290347
"Aberdeen, WA",NA,NA,NA,NA,3.48510911148,14.4501452081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10140,Micropolitan Statistical Area,72797.0,1902.0,38.3,516.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
