CBSA Name,Latitude,Longitude,Value,Pollutant
"Beaumont-Port Arthur, TX",,,5.558645032,NO2
"Beaver Dam, WI",,,NA,NO2
"Beckley, WV",,,NA,NO2
"Bend, OR",,,NA,NO2
"Bennington, VT",,,NA,NO2
"Birmingham-Hoover, AL",,,NA,NO2
"Bishop, CA",,,NA,NO2
"Bismarck, ND",,,5.694316422,NO2
"Bloomington, IN",,,NA,NO2
"Bloomington-Normal, IL",,,NA,NO2
"Boise City-Nampa, ID",,,8.629604306,NO2
"Boone, NC",,,NA,NO2
"Boston-Cambridge-Quincy, MA-NH",,,11.10451174,NO2
"Boulder, CO",,,NA,NO2
"Bowling Green, KY",,,NA,NO2
"Bozeman, MT",,,1.879283966,NO2
"Bradenton-Sarasota-Venice, FL",,,4.387560156,NO2
"Brainerd, MN",,,NA,NO2
"Bridgeport-Stamford-Norwalk, CT",,,10.11896203,NO2
"Brigham City, UT",,,NA,NO2
"Brookings, SD",,,NA,NO2
"Brownsville-Harlingen, TX",,,NA,NO2
"Brunswick, GA",,,NA,NO2
"Buffalo-Niagara Falls, NY",,,10.63969174,NO2
"Burlington, NC",,,NA,NO2
"Burlington-South Burlington, VT",,,8.544439318,NO2
"Butte-Silver Bow, MT",,,NA,NO2
"Cadillac, MI",,,0.644424768,NO2
"Canton-Massillon, OH",,,NA,NO2
"Cape Coral-Fort Myers, FL",,,NA,NO2
"Casper, WY",,,NA,NO2
"Cedar Rapids, IA",,,NA,NO2
"Champaign-Urbana, IL",,,NA,NO2
"Charleston, WV",,,NA,NO2
"Charleston-North Charleston, SC",,,4.757325215,NO2
"Charlotte-Gastonia-Concord, NC-SC",,,11.78774318,NO2
"Charlottesville, VA",,,NA,NO2
"Chattanooga, TN-GA",,,NA,NO2
"Cheyenne, WY",,,NA,NO2
"Chicago-Naperville-Joliet, IL-IN-WI",,,18.2739661,NO2
"Chico, CA",,,7.211525326,NO2
"Cincinnati-Middletown, OH-KY-IN",,,9.373848845,NO2
"Clarksburg, WV",,,NA,NO2
"Clarksville, TN-KY",,,NA,NO2
"Clearlake, CA",,,NA,NO2
"Cleveland, MS",,,NA,NO2
"Cleveland-Elyria-Mentor, OH",,,12.14881786,NO2
"Clinton, IA",,,NA,NO2
"Colorado Springs, CO",,,NA,NO2
"Columbia, SC",,,5.332524898,NO2
"Columbus, GA-AL",,,NA,NO2
"Columbus, OH",,,NA,NO2
"Concord, NH",,,NA,NO2
"Corning, NY",,,1.340796059,NO2
"Corpus Christi, TX",,,NA,NO2
"Dallas-Fort Worth-Arlington, TX",,,7.427530246,NO2
"Daphne-Fairhope-Foley, AL",,,NA,NO2
"Davenport-Moline-Rock Island, IA-IL",,,8.467156962,NO2
"Dayton, OH",,,NA,NO2
"Decatur, AL",,,NA,NO2
"Decatur, IL",,,NA,NO2
"Deltona-Daytona Beach-Ormond Beach, FL",,,NA,NO2
"Denver-Aurora, CO",,,22.31862491,NO2
"Des Moines-West Des Moines, IA",,,8.974310991,NO2
"Detroit-Warren-Livonia, MI",,,11.95570469,NO2
"Dickinson, ND",,,NA,NO2
"Dothan, AL",,,NA,NO2
"Dover, DE",,,NA,NO2
"Duluth, MN-WI",,,1.800839825,NO2
"Durango, CO",,,4.926513431,NO2
"Durham, NC",,,NA,NO2
"East Stroudsburg, PA",,,NA,NO2
"Eau Claire, WI",,,NA,NO2
"El Centro, CA",,,9.504219418,NO2
"El Dorado, AR",,,NA,NO2
"El Paso, TX",,,14.71035197,NO2
"Elizabethtown, KY",,,NA,NO2
"Elkhart-Goshen, IN",,,NA,NO2
"Erie, PA",,,7.856617439,NO2
"Eugene-Springfield, OR",,,NA,NO2
"Eureka-Arcata-Fortuna, CA",,,2.624854282,NO2
"Evansville, IN-KY",,,11.19558708,NO2
"Fairbanks, AK",,,NA,NO2
"Fairmont, WV",,,NA,NO2
"Fajardo, PR",,,NA,NO2
"Fargo, ND-MN",,,5.418301605,NO2
"Farmington, NM",,,9.454797639,NO2
"Fayetteville, NC",,,NA,NO2
"Fayetteville-Springdale-Rogers, AR-MO",,,NA,NO2
"Flagstaff, AZ",,,NA,NO2
"Flint, MI",,,NA,NO2
"Florence, SC",,,NA,NO2
"Florence-Muscle Shoals, AL",,,NA,NO2
"Fort Collins-Loveland, CO",,,NA,NO2
"Fort Madison-Keokuk, IA-MO",,,NA,NO2
"Fort Payne, AL",,,NA,NO2
"Fort Smith, AR-OK",,,8.402738481,NO2
"Fort Wayne, IN",,,NA,NO2
"Frankfort, KY",,,NA,NO2
"Fresno, CA",,,9.833904941,NO2
"Gadsden, AL",,,NA,NO2
"Gainesville, FL",,,NA,NO2
"Gainesville, GA",,,NA,NO2
"Gettysburg, PA",,,2.642166139,NO2
"Gillette, WY",,,4.033071939,NO2
"Goldsboro, NC",,,NA,NO2
"Grand Island, NE",,,NA,NO2
"Grand Junction, CO",,,NA,NO2
"Grand Rapids-Wyoming, MI",,,NA,NO2
"Grants Pass, OR",,,NA,NO2
"Greeley, CO",,,NA,NO2
"Green Bay, WI",,,NA,NO2
"Greensboro-High Point, NC",,,NA,NO2
"Greenville, NC",,,NA,NO2
"Greenville-Mauldin-Easley, SC",,,10.74787603,NO2
"Grenada, MS",,,NA,NO2
"Guayama, PR",,,NA,NO2
"Gulfport-Biloxi, MS",,,NA,NO2
"Hagerstown-Martinsburg, MD-WV",,,NA,NO2
"Hammond, LA",,,NA,NO2
"Hanford-Corcoran, CA",,,13.83055204,NO2
"Harriman, TN",,,NA,NO2
"Harrisburg-Carlisle, PA",,,6.807787076,NO2
"Harrisonburg, VA",,,10.42077524,NO2
"Hartford-West Hartford-East Hartford, CT",,,9.630066089,NO2
"Hattiesburg, MS",,,NA,NO2
"Helena, MT",,,NA,NO2
"Helena-West Helena, AR",,,NA,NO2
"Hickory-Lenoir-Morganton, NC",,,NA,NO2
"Hilo, HI",,,NA,NO2
"Hobbs, NM",,,5.602152724,NO2
"Holland-Grand Haven, MI",,,NA,NO2
"Homosassa Springs, FL",,,NA,NO2
"Honolulu, HI",,,2.624887867,NO2
"Hot Springs, AR",,,NA,NO2
"Houma-Bayou Cane-Thibodaux, LA",,,NA,NO2
"Houston-Sugar Land-Baytown, TX",,,8.868443368,NO2
"Huntington-Ashland, WV-KY-OH",,,8.466758041,NO2
"Huntsville, AL",,,NA,NO2
"Indianapolis-Carmel, IN",,,12.70559263,NO2
"Iowa City, IA",,,NA,NO2
"Jackson, MS",,,NA,NO2
"Jackson, WY-ID",,,NA,NO2
"Jacksonville, FL",,,9.384170416,NO2
"Jamestown-Dunkirk-Fredonia, NY",,,NA,NO2
"Jasper, IN",,,NA,NO2
"Johnstown, PA",,,10.56317735,NO2
"Juneau, AK",,,NA,NO2
"Kahului-Wailuku, HI",,,NA,NO2
"Kalamazoo-Portage, MI",,,NA,NO2
"Kalispell, MT",,,NA,NO2
"Kansas City, MO-KS",,,9.01814028,NO2
"Keene, NH",,,NA,NO2
"Kingsport-Bristol-Bristol, TN-VA",,,10.36643048,NO2
"Kinston, NC",,,NA,NO2
"Klamath Falls, OR",,,NA,NO2
"Kokomo, IN",,,NA,NO2
"La Crosse, WI-MN",,,NA,NO2
"La Grande, OR",,,NA,NO2
"Laconia, NH",,,NA,NO2
"Lafayette, IN",,,NA,NO2
"Lafayette, LA",,,NA,NO2
"Lake Charles, LA",,,6.661753931,NO2
"Lakeland, FL",,,NA,NO2
"Lancaster, PA",,,8.442587852,NO2
"Lansing-East Lansing, MI",,,7.920993665,NO2
"Laramie, WY",,,NA,NO2
"Las Cruces, NM",,,6.830224205,NO2
"Las Vegas-Paradise, NV",,,9.470974587,NO2
"Laurel, MS",,,NA,NO2
"Lebanon, NH-VT",,,NA,NO2
"Lewiston-Auburn, ME",,,NA,NO2
"Lexington-Fayette, KY",,,9.431065751,NO2
"Lima, OH",,,NA,NO2
"Lincoln, NE",,,NA,NO2
"Little Rock-North Little Rock-Conway, AR",,,9.985305929,NO2
"Logan, UT-ID",,,12.60263927,NO2
"Los Angeles-Long Beach-Santa Ana, CA",,,18.19599004,NO2
"Louisville/Jefferson County, KY-IN",,,NA,NO2
"Lubbock, TX",,,NA,NO2
"Lumberton, NC",,,NA,NO2
"Lynchburg, VA",,,NA,NO2
"Macon, GA",,,NA,NO2
"Madera, CA",,,7.813161343,NO2
"Madison, WI",,,NA,NO2
"Manchester-Nashua, NH",,,4.97190698,NO2
"Manitowoc, WI",,,2.5480115,NO2
"Marshall, TX",,,3.721303644,NO2
"McAlester, OK",,,NA,NO2
"McAllen-Edinburg-Mission, TX",,,NA,NO2
"Medford, OR",,,NA,NO2
"Memphis, TN-MS-AR",,,10.29057652,NO2
"Merced, CA",,,6.842709663,NO2
"Meridian, MS",,,NA,NO2
"Miami, OK",,,NA,NO2
"Miami-Fort Lauderdale-Pompano Beach, FL",,,6.432599463,NO2
"Michigan City-La Porte, IN",,,NA,NO2
"Middlesborough, KY",,,NA,NO2
"Milwaukee-Waukesha-West Allis, WI",,,12.84202667,NO2
"Minneapolis-St. Paul-Bloomington, MN-WI",,,8.604535086,NO2
"Missoula, MT",,,NA,NO2
"Mobile, AL",,,NA,NO2
"Modesto, CA",,,10.13065308,NO2
"Monroe, LA",,,NA,NO2
"Monroe, MI",,,NA,NO2
"Montgomery, AL",,,NA,NO2
"Morgantown, WV",,,NA,NO2
"Mount Vernon, IL",,,NA,NO2
"Muncie, IN",,,NA,NO2
"Muscatine, IA",,,NA,NO2
"Muskegon-Norton Shores, MI",,,NA,NO2
"Muskogee, OK",,,NA,NO2
"Natchez, MS-LA",,,NA,NO2
"New Castle, IN",,,NA,NO2
"New Haven-Milford, CT",,,13.65610155,NO2
"New Orleans-Metairie-Kenner, LA",,,7.796183757,NO2
"New York-Northern New Jersey-Long Island, NY-NJ-PA",,,15.79615655,NO2
"Niles-Benton Harbor, MI",,,NA,NO2
"Nogales, AZ",,,NA,NO2
"Norwich-New London, CT",,,NA,NO2
"Odessa, TX",,,NA,NO2
"Ogden-Clearfield, UT",,,15.48416914,NO2
"Oklahoma City, OK",,,7.765124341,NO2
"Omaha-Council Bluffs, NE-IA",,,NA,NO2
"Orlando-Kissimmee, FL",,,5.710667661,NO2
"Ottawa-Streator, IL",,,NA,NO2
"Owensboro, KY",,,7.060892605,NO2
"Oxnard-Thousand Oaks-Ventura, CA",,,8.609332014,NO2
"Paducah, KY-IL",,,6.849397921,NO2
"Palm Bay-Melbourne-Titusville, FL",,,NA,NO2
"Parkersburg-Marietta-Vienna, WV-OH",,,NA,NO2
"Pascagoula, MS",,,5.503543258,NO2
"Pendleton-Hermiston, OR",,,NA,NO2
"Pensacola-Ferry Pass-Brent, FL",,,6.79505722,NO2
"Peoria, IL",,,NA,NO2
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,,15.11465517,NO2
"Phoenix-Mesa-Scottsdale, AZ",,,16.55976336,NO2
"Pittsburgh, PA",,,11.75480795,NO2
"Pittsfield, MA",,,NA,NO2
"Platteville, WI",,,NA,NO2
"Pocatello, ID",,,NA,NO2
"Ponce, PR",,,NA,NO2
"Port St. Lucie, FL",,,NA,NO2
"Portland-South Portland-Biddeford, ME",,,9.776615909,NO2
"Portland-Vancouver-Beaverton, OR-WA",,,9.054466978,NO2
"Portsmouth, OH",,,NA,NO2
"Poughkeepsie-Newburgh-Middletown, NY",,,NA,NO2
"Prescott, AZ",,,NA,NO2
"Prineville, OR",,,NA,NO2
"Providence-New Bedford-Fall River, RI-MA",,,7.570299723,NO2
"Provo-Orem, UT",,,14.58671039,NO2
"Pueblo, CO",,,NA,NO2
"Quincy, IL-MO",,,NA,NO2
"Raleigh-Cary, NC",,,NA,NO2
"Rapid City, SD",,,NA,NO2
"Reading, PA",,,8.226077583,NO2
"Redding, CA",,,NA,NO2
"Reno-Sparks, NV",,,16.26944778,NO2
"Richmond, VA",,,8.971517874,NO2
"Richmond-Berea, KY",,,NA,NO2
"Riverside-San Bernardino-Ontario, CA",,,14.12997025,NO2
"Riverton, WY",,,0.620559023,NO2
"Roanoke, VA",,,7.603233011,NO2
"Rochester, MN",,,NA,NO2
"Rochester, NY",,,NA,NO2
"Rock Springs, WY",,,3.46512354,NO2
"Rockford, IL",,,NA,NO2
"Rocky Mount, NC",,,NA,NO2
"Rome, GA",,,NA,NO2
"Roswell, NM",,,NA,NO2
"Russellville, AR",,,NA,NO2
"Rutland, VT",,,7.697216641,NO2
"Sacramento--Arden-Arcade--Roseville, CA",,,8.380049437,NO2
"Salinas, CA",,,6.053746255,NO2
"Salisbury, NC",,,NA,NO2
"Salt Lake City, UT",,,16.83973656,NO2
"San Antonio, TX",,,6.096797485,NO2
"San Diego-Carlsbad-San Marcos, CA",,,13.03501529,NO2
"San Francisco-Oakland-Fremont, CA",,,11.34031134,NO2
"San Jose-Sunnyvale-Santa Clara, CA",,,13.54778846,NO2
"San Juan-Caguas-Guaynabo, PR",,,NA,NO2
"San Luis Obispo-Paso Robles, CA",,,3.954350225,NO2
"Santa Barbara-Santa Maria-Goleta, CA",,,3.639724174,NO2
"Santa Cruz-Watsonville, CA",,,1.801134273,NO2
"Santa Fe, NM",,,NA,NO2
"Santa Rosa-Petaluma, CA",,,8.2174182,NO2
"Sault Ste. Marie, MI",,,NA,NO2
"Savannah, GA",,,NA,NO2
"Scottsbluff, NE",,,NA,NO2
"Scranton--Wilkes-Barre, PA",,,9.118592562,NO2
"Seaford, DE",,,NA,NO2
"Searcy, AR",,,NA,NO2
"Seattle-Tacoma-Bellevue, WA",,,NA,NO2
"Seneca, SC",,,NA,NO2
"Sheridan, WY",,,NA,NO2
"Shreveport-Bossier City, LA",,,NA,NO2
"Sierra Vista-Douglas, AZ",,,NA,NO2
"Silver City, NM",,,NA,NO2
"Sioux City, IA-NE-SD",,,2.953638703,NO2
"Sioux Falls, SD",,,6.590912682,NO2
"Somerset, KY",,,NA,NO2
"South Bend-Mishawaka, IN-MI",,,11.22809636,NO2
"Spartanburg, SC",,,NA,NO2
"Spokane, WA",,,NA,NO2
"Springfield, IL",,,NA,NO2
"Springfield, MA",,,7.791319888,NO2
"Springfield, MO",,,7.952089129,NO2
"Springfield, OH",,,NA,NO2
"St. Cloud, MN",,,NA,NO2
"St. George, UT",,,1.7248319,NO2
"St. Joseph, MO-KS",,,NA,NO2
"St. Louis, MO-IL",,,9.264381143,NO2
"State College, PA",,,5.199145592,NO2
"Stockton, CA",,,10.18244785,NO2
"Syracuse, NY",,,NA,NO2
"Talladega-Sylacauga, AL",,,NA,NO2
"Tallahassee, FL",,,NA,NO2
"Tampa-St. Petersburg-Clearwater, FL",,,5.880761012,NO2
"Terre Haute, IN",,,NA,NO2
"Texarkana, TX-Texarkana, AR",,,NA,NO2
"Thomasville-Lexington, NC",,,NA,NO2
"Toledo, OH",,,NA,NO2
"Topeka, KS",,,NA,NO2
"Torrington, CT",,,4.637255137,NO2
"Trenton-Ewing, NJ",,,8.069802047,NO2
"Truckee-Grass Valley, CA",,,3.526960942,NO2
"Tucson, AZ",,,10.8242732,NO2
"Tulsa, OK",,,8.352712011,NO2
"Tupelo, MS",,,NA,NO2
"Tuscaloosa, AL",,,NA,NO2
"Ukiah, CA",,,NA,NO2
"Valdosta, GA",,,NA,NO2
"Vallejo-Fairfield, CA",,,9.323955984,NO2
"Vincennes, IN",,,NA,NO2
"Virginia Beach-Norfolk-Newport News, VA-NC",,,6.360843961,NO2
"Visalia-Porterville, CA",,,12.54488764,NO2
"Warner Robins, GA",,,NA,NO2
"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,12.66666586,NO2
"Waterloo-Cedar Falls, IA",,,NA,NO2
"Watertown, SD",,,NA,NO2
"Weirton-Steubenville, WV-OH",,,NA,NO2
"Wheeling, WV-OH",,,NA,NO2
"Wichita, KS",,,5.999941866,NO2
"Wilmington, NC",,,NA,NO2
"Winchester, VA-WV",,,NA,NO2
"Winston-Salem, NC",,,9.458113864,NO2
"Worcester, MA",,,13.94791153,NO2
"Yakima, WA",,,NA,NO2
"York-Hanover, PA",,,13.41513608,NO2
"Youngstown-Warren-Boardman, OH-PA",,,NA,NO2
"Yuba City, CA",,,7.501746359,NO2
"Yuma, AZ",,,NA,NO2
"Aberdeen, WA",,,NA,NO2
"Ardmore, OK",,,NA,NO2
"Barnstable Town, MA",,,NA,NO2
"Bellingham, WA",,,NA,NO2
"Berlin, NH-VT",,,NA,NO2
"Billings, MT",,,NA,NO2
"Branson, MO",,,NA,NO2
"Bremerton-Silverdale, WA",,,NA,NO2
"Carlsbad-Artesia, NM",,,2.399147852,NO2
"Centralia, WA",,,NA,NO2
"Corsicana, TX",,,4.332976475,NO2
"Corvallis, OR",,,NA,NO2
"Crescent City, CA",,,NA,NO2
"Dalton, GA",,,NA,NO2
"Douglas, GA",,,NA,NO2
"Eagle Pass, TX",,,NA,NO2
"Elko, NV",,,NA,NO2
"Ellensburg, WA",,,NA,NO2
"Emporia, KS",,,NA,NO2
"Espanola, NM",,,NA,NO2
"Great Falls, MT",,,NA,NO2
"Harrison, AR",,,NA,NO2
"Houghton, MI",,,NA,NO2
"Kennewick-Richland-Pasco, WA",,,NA,NO2
"Kingsville, TX",,,NA,NO2
"Knoxville, TN",,,0.895842556,NO2
"Lake City, FL",,,NA,NO2
"Lake Havasu City-Kingman, AZ",,,NA,NO2
"Laredo, TX",,,NA,NO2
"Lawrenceburg, TN",,,NA,NO2
"Lawton, OK",,,NA,NO2
"Lewiston, ID-WA",,,NA,NO2
"Longview, WA",,,NA,NO2
"Los Alamos, NM",,,NA,NO2
"Marshall, MN",,,NA,NO2
"Moscow, ID",,,NA,NO2
"Moses Lake, WA",,,NA,NO2
"Mount Vernon-Anacortes, WA",,,6.28955039,NO2
"Napa, CA",,,8.507322123,NO2
"Naples-Marco Island, FL",,,NA,NO2
"Nashville-Davidson-Murfreesboro-Franklin, TN",,,12.54044927,NO2
"Ocala, FL",,,NA,NO2
"Olympia, WA",,,NA,NO2
"Panama City-Lynn Haven, FL",,,NA,NO2
"Payson, AZ",,,NA,NO2
"Ponca City, OK",,,NA,NO2
"Port Angeles, WA",,,NA,NO2
"Pullman, WA",,,NA,NO2
"Red Bluff, CA",,,NA,NO2
"Roseburg, OR",,,NA,NO2
"Ruidoso, NM",,,NA,NO2
"Salem, OR",,,NA,NO2
"Shelton, WA",,,NA,NO2
"Show Low, AZ",,,NA,NO2
"Taos, NM",,,NA,NO2
"The Dalles, OR",,,NA,NO2
"Twin Falls, ID",,,NA,NO2
"Utica-Rome, NY",,,NA,NO2
"Vernal, UT",,,4.214737993,NO2
"Vineland-Millville-Bridgeton, NJ",,,NA,NO2
"Waco, TX",,,2.791233028,NO2
"Walla Walla, WA",,,NA,NO2
"Wenatchee, WA",,,NA,NO2
"Wichita Falls, TX",,,NA,NO2
"Winona, MN",,,NA,NO2
"Athens, TN",,,8.998646181,NO2
"Canon City, CO",,,NA,NO2
"Carbondale, IL",,,NA,NO2
"Cleveland, TN",,,7.202295127,NO2
"Culpeper, VA",,,NA,NO2
"Deming, NM",,,4.560229986,NO2
"Dodge City, KS",,,NA,NO2
"East Liverpool-Salem, OH",,,NA,NO2
"Evanston, WY",,,1.458148356,NO2
"Findlay, OH",,,NA,NO2
"Gallup, NM",,,NA,NO2
"Georgetown, SC",,,NA,NO2
"Jackson, TN",,,NA,NO2
"Joplin, MO",,,NA,NO2
"Lexington, NE",,,NA,NO2
"Mason City, IA",,,NA,NO2
"New Castle, PA",,,NA,NO2
"Pahrump, NV",,,NA,NO2
"Palatka, FL",,,NA,NO2
"Silverthorne, CO",,,NA,NO2
"Summerville, GA",,,NA,NO2
"Williamsport, PA",,,NA,NO2
"Burley, ID",,,NA,NO2
"Coeur d'Alene, ID",,,1.978481169,NO2
"Elmira, NY",,,NA,NO2
"Granbury, TX",,,NA,NO2
"Iron Mountain, MI-WI",,,NA,NO2
"Killeen-Temple-Fort Hood, TX",,,NA,NO2
"Kingston, NY",,,NA,NO2
"Longview, TX",,,6.565428756,NO2
"Malone, NY",,,2.162073288,NO2
"Minot, ND",,,2.117789833,NO2
"Ocean Pines, MD",,,NA,NO2
"Phoenix Lake-Cedar Ridge, CA",,,NA,NO2
"Racine, WI",,,NA,NO2
"Richmond, IN",,,NA,NO2
"Rockland, ME",,,NA,NO2
"Sevierville, TN",,,NA,NO2
"Seymour, IN",,,NA,NO2
"Sheboygan, WI",,,NA,NO2
"Tahlequah, OK",,,NA,NO2
"Tyler, TX",,,3.588402932,NO2
"Victoria, TX",,,NA,NO2
"Wausau, WI",,,NA,NO2
"Whitewater, WI",,,NA,NO2
"Williston, ND",,,NA,NO2
"Watertown-Fort Drum, NY",,,NA,NO2
"Ames, IA",,,NA,NO2
"Bemidji, MN",,,NA,NO2
"Greeneville, TN",,,NA,NO2
"Jefferson City, MO",,,NA,NO2
"Lufkin, TX",,,NA,NO2
"Warsaw, IN",,,NA,NO2
"Gardnerville Ranchos, NV",,,NA,NO2
"Americus, GA",,,NA,NO2
"Anderson, SC",,,NA,NO2
"Ashtabula, OH",,,NA,NO2
"Carson City, NV",,,NA,NO2
"Chambersburg, PA",,,NA,NO2
"Columbia, MO",,,NA,NO2
"DuBois, PA",,,NA,NO2
"Effingham, IL",,,NA,NO2
"Fallon, NV",,,NA,NO2
"Fernley, NV",,,NA,NO2
"Fond du Lac, WI",,,NA,NO2
"Fort Walton Beach-Crestview-Destin, FL",,,NA,NO2
"Gaffney, SC",,,NA,NO2
"Huntington, IN",,,NA,NO2
"Indiana, PA",,,NA,NO2
"Janesville, WI",,,NA,NO2
"Lincolnton, NC",,,NA,NO2
"Morristown, TN",,,NA,NO2
"Mount Vernon, OH",,,NA,NO2
"Myrtle Beach-Conway-North Myrtle Beach, SC",,,NA,NO2
"Red Wing, MN",,,NA,NO2
"Sebring, FL",,,NA,NO2
"Traverse City, MI",,,NA,NO2
"Walterboro, SC",,,NA,NO2
"Watertown-Fort Atkinson, WI",,,NA,NO2
"Wilmington, OH",,,NA,NO2
"Coffeyville, KS",,,NA,NO2
"New Philadelphia-Dover, OH",,,NA,NO2
"Warren, PA",,,NA,NO2
"Washington, IN",,,NA,NO2
"Washington, NC",,,NA,NO2
"Yauco, PR",,,NA,NO2
"Aberdeen, SD",,,NA,OZONE
"Adrian, MI",,,0.03527544,OZONE
"Akron, OH",,,0.028904419,OZONE
"Albany, GA",,,NA,OZONE
"Albany-Lebanon, OR",,,NA,OZONE
"Albany-Schenectady-Troy, NY",,,0.030245564,OZONE
"Albuquerque, NM",,,0.033126114,OZONE
"Alexandria, LA",,,NA,OZONE
"Allegan, MI",,,0.036818598,OZONE
"Allentown-Bethlehem-Easton, PA-NJ",,,0.030632084,OZONE
"Altoona, PA",,,0.029422075,OZONE
"Amarillo, TX",,,NA,OZONE
"Anchorage, AK",,,0.017219103,OZONE
"Anderson, IN",,,0.034432266,OZONE
"Ann Arbor, MI",,,0.031951995,OZONE
"Appleton, WI",,,0.03098073,OZONE
"Asheville, NC",,,0.036508603,OZONE
"Athens, OH",,,0.031118318,OZONE
"Athens-Clarke County, GA",,,0.030466831,OZONE
"Atlanta-Sandy Springs-Marietta, GA",,,0.02907348,OZONE
"Atlantic City, NJ",,,0.033128737,OZONE
"Augusta-Richmond County, GA-SC",,,0.029298017,OZONE
"Augusta-Waterville, ME",,,0.029201079,OZONE
"Austin-Round Rock, TX",,,0.028650775,OZONE
"Bakersfield, CA",,,0.035104308,OZONE
"Baltimore-Towson, MD",,,0.033141505,OZONE
"Bangor, ME",,,0.027584785,OZONE
"Baraboo, WI",,,0.03257146,OZONE
"Baton Rouge, LA",,,0.026165231,OZONE
"Bay City, MI",,,NA,OZONE
"Beaumont-Port Arthur, TX",,,0.028283884,OZONE
"Beaver Dam, WI",,,0.031665276,OZONE
"Beckley, WV",,,NA,OZONE
"Bend, OR",,,0.030358188,OZONE
"Bennington, VT",,,0.02959714,OZONE
"Birmingham-Hoover, AL",,,0.028593919,OZONE
"Bishop, CA",,,0.043204841,OZONE
"Bismarck, ND",,,0.028803634,OZONE
"Bloomington, IN",,,0.037221226,OZONE
"Bloomington-Normal, IL",,,0.03047046,OZONE
"Boise City-Nampa, ID",,,0.029370499,OZONE
"Boone, NC",,,NA,OZONE
"Boston-Cambridge-Quincy, MA-NH",,,0.030386265,OZONE
"Boulder, CO",,,0.038738468,OZONE
"Bowling Green, KY",,,0.032908997,OZONE
"Bozeman, MT",,,NA,OZONE
"Bradenton-Sarasota-Venice, FL",,,0.02871375,OZONE
"Brainerd, MN",,,0.02995566,OZONE
"Bridgeport-Stamford-Norwalk, CT",,,0.033556819,OZONE
"Brigham City, UT",,,0.039569544,OZONE
"Brookings, SD",,,0.030291247,OZONE
"Brownsville-Harlingen, TX",,,0.026957592,OZONE
"Brunswick, GA",,,0.030533195,OZONE
"Buffalo-Niagara Falls, NY",,,0.031508282,OZONE
"Burlington, NC",,,NA,OZONE
"Burlington-South Burlington, VT",,,0.032820378,OZONE
"Butte-Silver Bow, MT",,,NA,OZONE
"Cadillac, MI",,,0.029454239,OZONE
"Canton-Massillon, OH",,,0.03239505,OZONE
"Cape Coral-Fort Myers, FL",,,0.031042227,OZONE
"Casper, WY",,,NA,OZONE
"Cedar Rapids, IA",,,0.030859211,OZONE
"Champaign-Urbana, IL",,,0.025461811,OZONE
"Charleston, WV",,,0.026350944,OZONE
"Charleston-North Charleston, SC",,,0.028076258,OZONE
"Charlotte-Gastonia-Concord, NC-SC",,,0.030348052,OZONE
"Charlottesville, VA",,,0.03362153,OZONE
"Chattanooga, TN-GA",,,0.036850014,OZONE
"Cheyenne, WY",,,NA,OZONE
"Chicago-Naperville-Joliet, IL-IN-WI",,,0.028158458,OZONE
"Chico, CA",,,0.033119697,OZONE
"Cincinnati-Middletown, OH-KY-IN",,,0.031884863,OZONE
"Clarksburg, WV",,,NA,OZONE
"Clarksville, TN-KY",,,0.039163996,OZONE
"Clearlake, CA",,,0.02681238,OZONE
"Cleveland, MS",,,0.034237739,OZONE
"Cleveland-Elyria-Mentor, OH",,,0.032968156,OZONE
"Clinton, IA",,,0.030468741,OZONE
"Colorado Springs, CO",,,0.03673691,OZONE
"Columbia, SC",,,0.02715334,OZONE
"Columbus, GA-AL",,,0.031243057,OZONE
"Columbus, OH",,,0.033681272,OZONE
"Concord, NH",,,0.029949152,OZONE
"Corning, NY",,,0.034119333,OZONE
"Corpus Christi, TX",,,0.027530915,OZONE
"Dallas-Fort Worth-Arlington, TX",,,0.028768502,OZONE
"Daphne-Fairhope-Foley, AL",,,0.031423919,OZONE
"Davenport-Moline-Rock Island, IA-IL",,,0.028323987,OZONE
"Dayton, OH",,,0.033971641,OZONE
"Decatur, AL",,,0.029770451,OZONE
"Decatur, IL",,,0.029376619,OZONE
"Deltona-Daytona Beach-Ormond Beach, FL",,,0.027632831,OZONE
"Denver-Aurora, CO",,,0.034657331,OZONE
"Des Moines-West Des Moines, IA",,,0.028684524,OZONE
"Detroit-Warren-Livonia, MI",,,0.030027494,OZONE
"Dickinson, ND",,,0.034078638,OZONE
"Dothan, AL",,,0.028315667,OZONE
"Dover, DE",,,0.032234533,OZONE
"Duluth, MN-WI",,,0.030233516,OZONE
"Durango, CO",,,0.036844375,OZONE
"Durham, NC",,,0.029697916,OZONE
"East Stroudsburg, PA",,,0.034583304,OZONE
"Eau Claire, WI",,,NA,OZONE
"El Centro, CA",,,0.029865909,OZONE
"El Dorado, AR",,,NA,OZONE
"El Paso, TX",,,0.027824546,OZONE
"Elizabethtown, KY",,,0.033168695,OZONE
"Elkhart-Goshen, IN",,,0.031585603,OZONE
"Erie, PA",,,0.035236052,OZONE
"Eugene-Springfield, OR",,,0.019780703,OZONE
"Eureka-Arcata-Fortuna, CA",,,0.022839635,OZONE
