CBSA Name,Latitude,Longitude,PM25_FRMFEM,AQI_PM25_FRMFEM,PM25_NOFRMFEM,AQI_PM25_NOFRMFEM,PM10,AQI_PM10,TEMP,PRESS,RH,DP,WIND,CO,AQI_CO,NO2,AQI_NO2,OZONE,AQI_OZONE,SO2,AQI_SO2,id,MetArea,pop2010,landarea,popdense2010,pop_weight2010,alone,alone_frac,carpool,carpool_frac,other,other_frac,pt,pt_frac,total_trans
"Gillette, WY",44.0923472615,-105.367627891,5.29374438646,21.2860125261,3.12698412698,13.0793650794,18.0916666667,16.550136612,45.9378753606,862.500485811,63.0773335671,NA,NA,NA,NA,4.03307193925,10.856316297,0.0354378136986,37.1424657534,1.59869566301,13.701369863,23940,Micropolitan Statistical Area,46133.0,4802.7,9.6,538.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goldsboro, NC",35.369214,-77.993893,10.6383333333,42.0,10.4896389972,41.7655367232,NA,NA,NA,NA,NA,NA,2.79304753151,NA,NA,NA,NA,NA,NA,NA,NA,24140,Metropolitan Statistical Area,122623.0,553.1,221.7,592.8,41542.0,0.835082217666,5388.0,0.108310215897,2530.0,0.0508583604712,286.0,0.00574920596631,49746.0
"Grand Island, NE",40.942099,-98.364967,7.27345132743,29.1592920354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24260,Micropolitan Statistical Area,72726.0,1600.5,45.4,1569.1,34646.0,0.806809184481,4831.0,0.112500582181,3152.0,0.0734013320292,313.0,0.00728890130874,42942.0
"Grand Junction, CO",39.063798,-108.561173,8.99915966387,34.6386554622,NA,NA,25.2913793103,22.8086206897,56.4579542397,NA,42.5184713731,NA,4.67563728082,0.386342868571,5.83142857143,NA,NA,0.0422803017591,42.8741542625,NA,NA,24300,Metropolitan Statistical Area,146723.0,3329.0,44.1,2015.2,49943.0,0.790274854819,6591.0,0.104292925297,6405.0,0.101349747615,258.0,0.00408247226925,63197.0
"Grand Rapids-Wyoming, MI",42.9732359153,-85.6743711017,9.71898305085,37.213559322,11.386440678,42.8644067797,13.6442307692,12.6634615385,50.11057078,989.389463077,NA,NA,3.97799749588,0.329243758904,4.2301369863,NA,NA,0.0291758120438,34.5109489051,0.95533640274,3.75068493151,24340,Metropolitan Statistical Area,774160.0,2784.5,278.0,2330.9,393246.0,0.832790134751,40969.0,0.0867614140529,32049.0,0.0678712333467,5939.0,0.0125772178491,472203.0
"Grants Pass, OR",42.434139,-123.348466,6.40526315789,25.4385964912,4.97074025861,19.8849040867,NA,NA,54.0013023836,982.718721477,NA,NA,2.15204256438,NA,NA,NA,NA,NA,NA,NA,NA,24420,Micropolitan Statistical Area,82713.0,1639.7,50.4,1157.1,21704.0,0.824745402037,1717.0,0.0652454780362,2844.0,0.108071135431,51.0,0.00193798449612,26316.0
"Greeley, CO",40.3156148814,-104.763504915,7.45762711864,30.1822033898,8.21639344262,32.9672131148,20.3025210084,18.7478991597,NA,NA,NA,NA,NA,0.396783361644,6.22465753425,NA,NA,0.0309919509537,40.1634877384,NA,NA,24540,Metropolitan Statistical Area,252825.0,3987.2,63.4,2212.5,74128.0,0.77101015144,10935.0,0.11373564653,10476.0,0.108961557664,605.0,0.00629264436678,96144.0
"Green Bay, WI",44.50729,-87.99344,10.3153230509,38.2789855072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0339002807018,36.8671679198,2.27534912094,14.4808259587,24580,Metropolitan Statistical Area,306241.0,1870.2,163.7,1869.1,133289.0,0.829138570256,13159.0,0.0818569757894,13165.0,0.0818942994352,1143.0,0.00711015451989,160756.0
"Greensboro-High Point, NC",36.0998971288,-79.8482393481,10.4398076923,41.2365384615,10.3484343835,40.9688385269,15.5964912281,14.3333333333,58.5911717589,NA,62.6964351628,NA,3.42965007531,NA,NA,NA,NA,0.0363166162791,48.411627907,NA,NA,24660,Metropolitan Statistical Area,723801.0,1993.8,363.0,1507.7,294306.0,0.839167179908,33005.0,0.0941085563083,20114.0,0.0573519012751,3287.0,0.00937236250827,350712.0
"Greenville, NC",35.63861,-77.35805,9.2188034188,37.0854700855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0331518909953,42.1658767773,NA,NA,24780,Metropolitan Statistical Area,189510.0,917.9,206.5,1380.9,65908.0,0.840534612049,7612.0,0.0970769780136,4101.0,0.0523006682651,791.0,0.0100877416722,78412.0
"Greenville-Mauldin-Easley, SC",34.8725410741,-82.3619475926,11.6034188034,44.6538461538,12.3515981644,47.9545454545,16.6078431373,15.3585434174,NA,NA,NA,NA,1.83683073883,0.326421928125,4.253125,10.747876033,23.045045045,0.027040941968,38.0841042893,0.566896969613,2.86464088398,24860,Metropolitan Statistical Area,636986.0,1995.3,319.2,1264.8,303652.0,0.848623737832,31921.0,0.0892104064368,20895.0,0.0583957721405,1349.0,0.00377008359022,357817.0
"Grenada, MS",33.834444,-89.792778,9.78991596639,39.2352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24980,Micropolitan Statistical Area,21906.0,422.1,51.9,455.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guayama, PR",17.957894,-66.165016,7.96,31.4,NA,NA,25.7179487179,22.811965812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.687195698061,2.78393351801,25020,Metropolitan Statistical Area,84214.0,126.7,664.7,2510.8,15549.0,0.802239191002,2208.0,0.113920132081,1347.0,0.0694974718811,278.0,0.0143432050356,19382.0
"Gulfport-Biloxi, MS",30.344016292,-89.2289733363,9.91371681416,39.8584070796,11.6320890173,45.3544303797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0314121402439,38.7987804878,NA,NA,25060,Metropolitan Statistical Area,248820.0,1493.2,166.6,1092.3,140014.0,0.816270135079,20602.0,0.120107970081,9569.0,0.0557864850842,1344.0,0.00783540975578,171529.0
"Hagerstown-Martinsburg, MD-WV",39.537351589,-77.7765609432,12.1950754481,45.4421364985,NA,NA,NA,NA,43.370018163,995.664855043,62.5480072826,NA,6.00910325,NA,NA,NA,NA,0.0340463449883,46.0629370629,NA,NA,25180,Metropolitan Statistical Area,269140.0,1008.0,267.0,1299.6,79753.0,0.820605424538,9670.0,0.0994978803968,7320.0,0.0753179404865,445.0,0.00457875457875,97188.0
"Hammond, LA",30.503056,-90.376944,8.91071428571,36.3571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25220,Micropolitan Statistical Area,121097.0,791.3,153.0,560.3,35418.0,0.80362126472,4892.0,0.110997662968,3492.0,0.0792321829692,271.0,0.00614888934268,44073.0
"Hanford-Corcoran, CA",36.1897674275,-119.598987822,17.3916641124,59.4031791908,NA,NA,34.3757649939,30.5299877601,62.9046834055,1006.44093756,NA,NA,3.88369135536,NA,NA,13.8305520392,25.3529411765,0.0316107465224,51.199381762,NA,NA,25260,Metropolitan Statistical Area,152982.0,1389.4,110.1,2996.2,41100.0,0.770803248251,7649.0,0.143451923257,3759.0,0.070497552559,813.0,0.0152472759326,53321.0
"Harriman, TN",35.909630514,-84.5119789575,13.2285719785,50.047660312,12.1237288136,46.8305084746,18.2789559543,16.9102773246,57.4886140087,NA,72.3355936551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25340,Micropolitan Statistical Area,54181.0,360.7,150.2,258.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrisburg-Carlisle, PA",40.2467203123,-77.0459301584,12.8379238691,45.138063279,11.3379310345,42.6724137931,16.7444444444,15.4388888889,NA,NA,NA,NA,NA,0.319452054795,3.65753424658,6.80778707607,13.5477178423,0.0284569497645,40.5086342229,2.85009334943,7.59375,25420,Metropolitan Statistical Area,549475.0,1622.0,338.8,2446.0,258335.0,0.824177051231,29464.0,0.094000242466,21471.0,0.0684998372925,4176.0,0.0133228690109,313446.0
"Harrisonburg, VA",38.47753,-78.81952,11.2623931624,43.4188034188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4207752363,23.1428571429,0.0302508028169,42.4741784038,1.1985853168,2.89531680441,25500,Metropolitan Statistical Area,125228.0,866.5,144.5,1861.9,49908.0,0.797137791691,5765.0,0.0920794135029,6186.0,0.098803686371,750.0,0.0119791084349,62609.0
"Hartford-West Hartford-East Hartford, CT",41.7745243136,-72.6323377161,7.87372881356,30.8813559322,NA,NA,10.4814814815,9.72222222222,53.0310334553,1005.70596562,65.9741712821,41.6691679972,NA,0.593376433239,8.99715909091,9.63006608883,19.5816618911,0.0343775842491,42.6318681319,0.994400918994,2.29608938547,25540,Metropolitan Statistical Area,1212381.0,1514.6,800.5,3250.9,502649.0,0.816632927927,51235.0,0.0832393739216,43057.0,0.0699529173991,18573.0,0.0301747807523,615514.0
"Hattiesburg, MS",31.323639,-89.287167,12.0060869565,46.4347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25620,Metropolitan Statistical Area,142842.0,1610.6,88.7,828.0,53724.0,0.835508001431,5597.0,0.0870437473756,4693.0,0.0729848680425,287.0,0.00446338315112,64301.0
"Helena, MT",46.658762,-112.013089,9.36562269721,33.6153846154,1.79764705882,7.47058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25740,Micropolitan Statistical Area,74801.0,5115.1,14.6,512.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helena-West Helena, AR",34.529766,-90.586049,11.4508333333,44.7416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25760,Micropolitan Statistical Area,21757.0,695.7,31.3,252.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hickory-Lenoir-Morganton, NC",35.728889,-81.365556,11.4143589744,44.1282051282,10.9941218379,43.4975124378,16.6982758621,15.474137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0302923976744,43.1953488372,NA,NA,25860,Metropolitan Statistical Area,365497.0,1637.4,223.2,578.6,126113.0,0.851832839128,13753.0,0.0928949199252,8007.0,0.0540834453458,176.0,0.00118879560146,148049.0
"Hilo, HI",19.3876828079,-155.570908864,11.7062724148,46.8618768328,4.85163934426,17.3360655738,NA,NA,59.5604739914,881.272448858,86.7615531425,NA,8.5887651863,NA,NA,NA,NA,NA,NA,25.5497477626,79.3946855193,25900,Micropolitan Statistical Area,185079.0,4028.4,45.9,713.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hobbs, NM",32.726656,-103.122917,5.65566037736,23.4245283019,4.86746289929,20.1786743516,20.0416666667,18.6041666667,NA,NA,NA,NA,NA,NA,NA,5.60215272423,14.9860724234,0.0277297472222,31.0388888889,NA,NA,26020,Micropolitan Statistical Area,64727.0,4390.9,14.7,1123.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holland-Grand Haven, MI",42.894451,-85.852734,9.14166666667,35.2583333333,NA,NA,NA,NA,50.4868884849,NA,NA,NA,3.40956784658,NA,NA,NA,NA,0.0345672934783,41.3695652174,NA,NA,26100,Metropolitan Statistical Area,263801.0,563.5,468.2,1539.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homosassa Springs, FL",28.980556,-82.7,7.62534246575,31.3630136986,7.25,29.9833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26140,Micropolitan Statistical Area,141236.0,581.7,242.8,531.2,30534.0,0.830405221648,2944.0,0.080065270601,3247.0,0.0883056839815,45.0,0.00122382376938,36770.0
"Honolulu, HI",21.3336459607,-157.948104294,5.82602626903,23.5261348006,4.265,17.75,15.359527121,14.1801112656,NA,NA,NA,NA,NA,0.339277328767,3.88082191781,2.6248878674,7.21408839779,0.0204122684932,22.1698630137,1.0665558758,3.22739726027,26180,Metropolitan Statistical Area,953207.0,600.7,1586.7,11548.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hot Springs, AR",34.469441,-93.000178,11.0123966942,43.4049586777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26300,Metropolitan Statistical Area,96024.0,677.8,141.7,627.2,29986.0,0.796144859813,5225.0,0.138726635514,2307.0,0.0612521240442,146.0,0.00387638062872,37664.0
"Houma-Bayou Cane-Thibodaux, LA",29.678883,-90.779967,8.79916666667,36.0583333333,8.50974399574,34.3982808023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0268584986301,36.6630136986,NA,NA,26380,Metropolitan Statistical Area,208178.0,2300.0,90.5,952.6,72892.0,0.797845907991,10717.0,0.117303882401,7381.0,0.0807893959129,371.0,0.00406081369512,91361.0
"Houston-Sugar Land-Baytown, TX",29.7568493191,-95.2393431109,12.1258754864,47.1108949416,10.8934384483,42.8933629547,24.0,22.0344827586,69.6133599553,1014.25105597,69.2583114938,57.8128684539,5.35417770233,0.306245429029,4.01556776557,8.8684433678,18.0233246301,0.0244828128725,33.4796715667,1.21073274602,6.45945945946,26420,Metropolitan Statistical Area,5946800.0,8827.5,673.7,4109.6,2227474.0,0.797354648873,313050.0,0.11206051017,187160.0,0.0669964704787,65896.0,0.023588370478,2793580.0
"Huntington-Ashland, WV-KY-OH",38.4612108042,-82.5656740926,12.3738095238,47.3121693122,9.70510903237,39.3691983122,26.2571428571,23.9428571429,58.1635650986,NA,NA,NA,3.91065396355,NA,NA,8.4667580411,16.8931506849,0.0271909234155,41.4533450704,2.52500362334,11.0851258581,26580,Metropolitan Statistical Area,287702.0,1744.6,164.9,1376.7,113179.0,0.85096352659,11756.0,0.0883903128548,7215.0,0.0542477124232,851.0,0.00639844813197,133001.0
"Huntsville, AL",34.68767,-86.58637,11.5858333333,45.4583333333,11.57,45.2833333333,17.3104265403,16.0142180095,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0317633089431,43.5284552846,NA,NA,26620,Metropolitan Statistical Area,417593.0,1361.5,306.7,1182.5,186170.0,0.864126474288,18953.0,0.087972224672,9645.0,0.044768221757,675.0,0.00313307928315,215443.0
"Indianapolis-Carmel, IN",39.7891225955,-86.1643422644,14.6524791006,51.8952668681,13.4618421053,49.4615384615,24.8687258687,22.7528957529,54.3957221364,989.927033424,68.8761568379,43.660629804,4.27147915956,0.453727760098,7.13096695226,12.7055926267,23.2451253482,0.031117406865,39.9551487414,3.19606173333,16.3061032864,26900,Metropolitan Statistical Area,1756241.0,3854.5,455.6,2285.6,749061.0,0.837825232033,79163.0,0.0885438687149,56550.0,0.063251213014,9280.0,0.0103796862382,894054.0
"Iowa City, IA",41.657232,-91.503478,11.4736231884,42.8927536232,12.8334763784,47.9984496124,22.7,20.7833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26980,Metropolitan Statistical Area,152586.0,1182.9,129.0,2707.7,62182.0,0.680358002538,10447.0,0.114304783579,14056.0,0.153792288503,4711.0,0.0515449253797,91396.0
"Jackson, MS",32.3618913349,-90.1519659809,11.4751196172,45.2200956938,10.9190280679,43.2199546485,19.0697674419,17.6744186047,NA,NA,NA,NA,NA,0.243234774194,3.83870967742,NA,NA,0.0268214124088,35.6715328467,0.766702806452,5.16129032258,27140,Metropolitan Statistical Area,539057.0,3726.1,144.7,1277.9,211195.0,0.854895119049,23999.0,0.0971454246646,11049.0,0.0447251884295,799.0,0.00323426785729,247042.0
"Jackson, WY-ID",43.47808,-110.76118,4.26607142857,17.8482142857,1.86916666667,7.875,13.4310344828,12.3017241379,35.0814496256,NA,67.5768916932,NA,2.58939951768,0.266514818182,2.84848484848,NA,NA,0.0446525620053,42.9182058047,NA,NA,27220,Micropolitan Statistical Area,31464.0,4444.8,7.1,97.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacksonville, FL",30.2816508358,-81.6056402702,8.64099437148,35.0290806754,7.13041369832,29.155511811,20.5820476858,19.04628331,NA,NA,NA,NA,NA,0.340674684701,4.33582089552,9.38417041644,19.8794520548,0.0263545612457,34.3114186851,1.39930136474,8.12672176309,27260,Metropolitan Statistical Area,1345596.0,3201.1,420.4,2158.7,498888.0,0.811606463074,61861.0,0.100637392385,46695.0,0.0759648734651,7248.0,0.0117912710756,614692.0
"Jamestown-Dunkirk-Fredonia, NY",42.29071,-79.58961,7.70672268908,30.0672268908,NA,NA,NA,NA,50.6253077137,984.819848577,74.8947079945,NA,5.77007702606,NA,NA,NA,NA,0.0354201041096,38.3109589041,1.42989450959,6.1,27460,Micropolitan Statistical Area,134905.0,1060.2,127.2,1568.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jasper, IN",38.391443,-86.92916,13.5622807018,50.3684210526,13.9344827586,51.2068965517,20.8644067797,19.3559322034,NA,NA,NA,NA,4.73613641341,NA,NA,NA,NA,NA,NA,7.49136342466,38.4657534247,27540,Micropolitan Statistical Area,54734.0,761.5,71.9,358.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnstown, PA",40.309722,-78.915,13.0900477561,47.073964497,13.615,49.6166666667,19.3153153153,17.8318318318,NA,NA,NA,NA,NA,0.39665759726,4.95616438356,10.5631773462,19.6895604396,0.0270561627907,38.9069767442,4.17909412603,15.8,27780,Metropolitan Statistical Area,143679.0,688.4,208.7,1322.1,46899.0,0.835274631331,4506.0,0.080252190639,4164.0,0.0741611455439,579.0,0.0103120324856,56148.0
"Juneau, AK",58.388497,-134.567237,8.65166426026,32.2894736842,NA,NA,9.01652892562,8.42975206612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27940,Micropolitan Statistical Area,31275.0,2701.9,11.6,763.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kahului-Wailuku, HI",20.780997,-156.446373,4.79438824088,19.8532934132,2.09788135593,8.78389830508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27980,Micropolitan Statistical Area,154834.0,1161.5,133.3,2310.8,53378.0,0.695198030763,10910.0,0.142092444745,10489.0,0.136609317409,2004.0,0.0261002070825,76781.0
"Kalamazoo-Portage, MI",42.278067,-85.54189,9.31893491124,35.9526627219,NA,NA,NA,NA,50.5988812822,NA,NA,NA,3.44643380274,NA,NA,NA,NA,0.0331899891304,41.222826087,NA,NA,28020,Metropolitan Statistical Area,326589.0,1169.1,279.3,1603.7,120948.0,0.83066969774,12322.0,0.0846273771832,10832.0,0.0743940715507,1501.0,0.0103088535264,145603.0
"Kalispell, MT",48.3081627833,-114.306155201,8.17933704961,33.0329341317,8.03856230743,29.3571428571,17.73,16.235,41.5708971397,NA,75.7689274274,NA,1.28138125208,0.7783565,13.5,NA,NA,0.0214517768595,27.9063360882,NA,NA,28060,Micropolitan Statistical Area,90928.0,5087.7,17.9,687.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kansas City, MO-KS",39.0180008198,-94.5504813698,10.2157057011,39.9122807018,11.2041247376,43.0075471698,26.5384615385,24.458041958,59.098218157,NA,NA,NA,5.08649143425,0.408404830137,6.22739726027,9.01814028009,17.3020439061,0.0311231554054,37.4042130366,3.96489345799,14.2725409836,28140,Metropolitan Statistical Area,2035334.0,7827.3,260.0,2326.1,821785.0,0.834589268558,88173.0,0.0895468274264,63305.0,0.0642913580147,11395.0,0.0115725460007,984658.0
"Keene, NH",42.930472,-72.272389,8.37283521429,32.6572104019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0237019683908,30.4454022989,NA,NA,28300,Micropolitan Statistical Area,77117.0,706.7,109.1,383.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kingsport-Bristol-Bristol, TN-VA",36.608,-82.1641,10.8305084746,42.9322033898,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354189120548,4.61095890411,10.3664304822,21.7205479452,0.0308770142276,44.1829268293,7.44548071233,49.9726027397,28700,Metropolitan Statistical Area,309544.0,2009.9,154.0,633.5,108463.0,0.871419733745,10005.0,0.0803827520548,5721.0,0.0459639904553,278.0,0.00223352374525,124467.0
"Kinston, NC",35.231459,-77.568792,9.50603448276,38.1637931034,NA,NA,NA,NA,61.7506905467,NA,70.0180376896,NA,4.37383819284,NA,NA,NA,NA,0.0312194859813,41.285046729,NA,NA,28820,Micropolitan Statistical Area,59495.0,400.6,148.5,567.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Klamath Falls, OR",42.190296,-121.731369,9.82372881356,35.7627118644,5.92434364985,22.152637486,17.3375,16.0125,47.2795252301,873.891168515,61.8749925589,NA,4.85152852658,NA,NA,NA,NA,NA,NA,NA,NA,28900,Micropolitan Statistical Area,66380.0,5941.1,11.2,1219.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kokomo, IN",40.485479,-86.132879,12.5026785714,45.9821428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29020,Metropolitan Statistical Area,98688.0,553.6,178.3,1480.3,33091.0,0.875446440382,2601.0,0.0688113442155,1972.0,0.0521706923464,135.0,0.00357152305617,37799.0
"La Crosse, WI-MN",43.7775,-91.2269,8.15992075,33.1766784452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300076901408,34.7558685446,NA,NA,29100,Metropolitan Statistical Area,133665.0,1003.7,133.2,1877.9,59727.0,0.806641996651,5913.0,0.0798579223165,7614.0,0.102830749284,790.0,0.0106693317487,74044.0
"La Grande, OR",45.339,-118.095206,5.86721311475,24.3770491803,5.92261936962,22.9781659389,12.2,11.3090909091,48.5459357233,917.416144808,64.9142605151,NA,3.51240068321,NA,NA,NA,NA,NA,NA,NA,NA,29260,Micropolitan Statistical Area,25748.0,2036.6,12.6,572.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laconia, NH",43.566111,-71.496361,5.80322580645,22.5483870968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0345572934783,37.1467391304,NA,NA,29060,Micropolitan Statistical Area,60088.0,400.2,150.1,409.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lafayette, IN",40.431639,-86.8525,12.9381135138,47.6107921929,NA,NA,NA,NA,51.2600236192,NA,78.8544700384,NA,7.97472626575,NA,NA,NA,NA,0.034304826087,43.2282608696,NA,NA,29140,Metropolitan Statistical Area,201789.0,1278.4,157.8,3227.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lafayette, LA",30.2464034132,-92.0341532231,9.42066115702,37.9669421488,13.3333311575,NA,22.5874125874,20.8251748252,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291539889807,38.0303030303,NA,NA,29180,Metropolitan Statistical Area,273738.0,1006.4,272.0,1524.5,176738.0,0.83539971923,22360.0,0.105690557333,11400.0,0.0538851678712,1063.0,0.00502455556553,211561.0
"Lake Charles, LA",30.2019352407,-93.392649444,9.30248962656,37.132780083,10.8556211111,41.9313186813,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66175393113,14.5702479339,0.0277226322581,35.2525345622,3.3554868144,11.2520775623,29340,Metropolitan Statistical Area,199607.0,2348.5,85.0,1309.9,76754.0,0.847820083728,9520.0,0.105157349416,3845.0,0.0424716395489,412.0,0.00455092730667,90531.0
"Lakeland, FL",28.028889,-81.972222,7.798,32.14,9.41392364127,38.3036211699,15.4463040446,14.2817294282,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0266940616438,34.8438356164,NA,NA,29460,Metropolitan Statistical Area,602095.0,1797.8,334.9,1462.8,169719.0,0.815110270104,21758.0,0.104497252853,15430.0,0.0741057363507,1309.0,0.00628674069236,208216.0
"Lancaster, PA",40.046667,-76.283333,11.7257447487,43.3202479339,12.206557377,45.1967213115,15.9201101928,14.7052341598,NA,NA,NA,NA,NA,NA,NA,8.44258785205,18.2602739726,0.0314813419204,47.1241217799,NA,NA,29540,Metropolitan Statistical Area,519445.0,943.8,550.4,2940.2,184628.0,0.793123297793,19991.0,0.085877157561,25891.0,0.111222324367,2276.0,0.00977722027957,232786.0
"Lansing-East Lansing, MI",42.738618,-84.534633,8.85982142857,33.9642857143,NA,NA,NA,NA,50.6938356247,982.431810904,NA,NA,4.64604449863,NA,NA,7.92099366484,16.021978022,0.0313705369565,36.4695652174,NA,NA,29620,Metropolitan Statistical Area,464036.0,1697.7,273.3,3222.2,177971.0,0.798545333806,20022.0,0.0898375278751,20353.0,0.0913227052663,4523.0,0.0202944330526,222869.0
"Laramie, WY",41.311586,-105.591725,4.81826086957,19.8173913043,NA,NA,23.0123152709,20.8669950739,40.5315689014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29660,Micropolitan Statistical Area,36299.0,4273.8,8.5,2499.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Las Cruces, NM",31.9433142507,-106.616445854,8.27277628032,32.102425876,6.18053554724,24.6195014663,37.4319606088,31.9606087735,63.5732637165,NA,NA,NA,NA,NA,NA,6.83022420455,18.8252840909,0.0317817565217,38.3299771167,NA,NA,29740,Metropolitan Statistical Area,209233.0,3807.5,55.0,1782.3,66247.0,0.807417609204,8331.0,0.101538124025,7173.0,0.0874244344774,297.0,0.00361983229329,82048.0
"Las Vegas-Paradise, NV",36.061590887,-115.182186496,6.3113022113,25.2604422604,6.18896223367,25.4222335543,14.8684730454,13.7612193057,NA,NA,NA,NA,NA,0.553074815074,9.66045066045,9.47097458678,22.5,0.0367806997258,43.1005484461,NA,NA,29820,Metropolitan Statistical Area,1951269.0,7891.4,247.3,6527.2,701730.0,0.790162631196,95418.0,0.107442660202,59280.0,0.0667505176881,31655.0,0.0356441909146,888083.0
"Laurel, MS",31.688638,-89.135115,12.2579831933,47.3865546218,13.3116666667,50.6333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29860,Micropolitan Statistical Area,84823.0,1371.0,61.9,298.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon, NH-VT",43.629611,-72.309583,6.66531959038,26.9554896142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0240553041096,29.0630136986,NA,NA,30100,Micropolitan Statistical Area,174724.0,3365.1,51.9,212.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewiston-Auburn, ME",44.089406,-70.214219,7.14375,28.1517857143,7.91873617313,31.425,13.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0252385860465,31.8093023256,NA,NA,30340,Metropolitan Statistical Area,107702.0,467.9,230.2,1838.6,38253.0,0.787050182088,5986.0,0.123161121741,4183.0,0.0860646462153,181.0,0.00372404995576,48603.0
"Lexington-Fayette, KY",38.0523555758,-84.5024051515,12.2177489177,46.8268398268,9.78052363371,39.4311377246,19.3275862069,17.9137931034,57.0360419178,NA,NA,NA,NA,NA,NA,9.43106575068,21.5424657534,0.0347472428571,42.3408163265,2.13108200559,10.7695530726,30460,Metropolitan Statistical Area,472099.0,1468.5,321.5,2918.6,204380.0,0.80567337864,27445.0,0.108189186206,19349.0,0.0762744603352,2502.0,0.00986297481827,253676.0
"Lima, OH",40.770944,-84.0539,11.0384615385,41.9230769231,NA,NA,18.9529411765,17.5058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0351134883721,43.0976744186,1.87507560822,6.70136986301,30620,Metropolitan Statistical Area,106331.0,402.5,264.2,1497.7,45100.0,0.875286263246,4012.0,0.0778636028413,2234.0,0.0433567519311,180.0,0.00349338198191,51526.0
